Year,HCPCS Code,NPI_DOC,SRVS_ASC_PHY,SRVS_IP_PHY,SRVS_OFF,SRVS_OP_PHY,ALWD_ASC_PHY,ALWD_IP_PHY,ALWD_OFF,ALWD_OP_PHY,PAID_ASC_PHY,PAID_IP_PHY,PAID_OFF,PAID_OP_PHY
2021,93010,1568466365,,91,,19,,723.57,,89.43,,586.51,,72.49
2020,93010,1427012913,,88,,44,,694.98,,351.78,,558.4,,279.2
2019,93010,1427012913,,2,,,,8.57,,,,6.85,,
2021,93010,1427012913,,2,,,,8.3,,,,6.64,,
2020,93010,1245506625,,,,13,,,,93.3,,,,73.4
2019,93010,1245506625,,,,17,,,,83.43,,,,65.43
2021,93010,1245506625,,252,,88,,2220.12,,775.28,,1785,,616.14
2021,93010,1700229234,,164,,164,,1236.36,,1250.02,,1001.96,,1013.15
2020,93010,1629013008,,11,,,,8.41,,,,6.65,,
2019,93010,1629013008,,152,,5,,590.1,,33.72,,462.7,,26.44
2020,93010,1730164526,,85,,38,,634.92,,308.88,,512.18,,244.3
2019,93010,1730164526,,91,,61,,762.73,,471.35,,602.8,,376.75
2021,93010,1730164526,,168,,78,,1303.1,,547.8,,987.69,,405.04
2020,93010,1427239938,,12,,18,,70.64,,150.11,,55.64,,98.28
2019,93010,1427239938,,5,,38,,35.08,,280.64,,27.52,,172
2021,93010,1427239938,,12,,34,,94.49,,154.62,,75.57,,95.63
2020,93010,1538274824,,82,2,81,,758.7,8.43,404.64,,613.08,6.85,328
2019,93010,1538274824,,94,7,103,,903.08,50.64,633,,707.44,33.65,489.22
2021,93010,1538274824,,86,2,62,,666.66,8.13,349.59,,533.01,6.62,266.5
2019,93010,1962444166,,,2,,,,8.44,,,,6.7,
2020,93010,1649203571,,85,,2,,736.22,,8.73,,586.96,,6.96
2019,93010,1649203571,,257,,18,,2016.69,,148.4,,1560.99,,116.39
2019,93010,1790903581,,28,,16,,219.44,,75.96,,171.86,,59.49
2021,93010,1790903581,,131,,232,,894.3,,1739.82,,709.88,,1374.32
2020,93010,1356515787,,358,2,290,,2966.91,8.73,2458.48,,2189.48,7.09,1778.26
2019,93010,1356515787,,381,3,260,,3170.31,17.48,2120.13,,2362.07,0,1531.25
2021,93010,1356515787,,294,16,320,,2276.13,118.44,2644.97,,1767.6,95.9,1972.53
2020,93010,1518039965,,543,4,299,,4417.32,25.29,2402.55,,3453.18,20.14,1842.28
2019,93010,1518039965,,472,2,290,,3755.8,8.44,1375.72,,2954.8,6.64,1082.32
2021,93010,1518039965,,635,14,358,,4902.39,113.82,2585.34,,3875.69,91.14,2027.86
2020,93010,1720050065,2,5,,13,8.43,42.15,,118.02,6.85,34.13,,81.67
2019,93010,1720050065,2,23,,17,8.44,202.56,,135.04,6.69,160.56,,107.04
2021,93010,1720050065,,2,,5,,16.26,,32.52,,13.2,,26.4
2020,93010,1508968850,,267,,91,,2138.27,,752.64,,1679.3,,591.51
2019,93010,1508968850,,306,,160,,2448.58,,1311.44,,1918.76,,991.05
2021,93010,1508968850,,95,,76,,685.83,,592.72,,549.21,,465.17
2020,93010,1619080843,,1461,,706,,11752.22,,5302.47,,9149.35,,4013.62
2019,93010,1619080843,,998,,1023,,7992.68,,8085.52,,6095.16,,5967.52
2021,93010,1619080843,,1435,,555,,11073.06,,4317.49,,8503.19,,3285.38
2019,93010,1124095161,,2,,,,16.88,,,,13.3,,
2020,93010,1861540726,,117,3,43,,1011.6,16.86,354.06,,776.04,13.7,271.34
2019,93010,1861540726,,309,7,70,,2878.04,50.64,624.56,,2298.15,40.44,484.85
2021,93010,1861540726,,24,13,14,,195.12,105.69,113.82,,158.65,82.16,92.54
2020,93010,1730260035,,74,2,,,653.42,8.43,,,517.02,0,
2019,93010,1730260035,,188,4,,,1622.45,25.32,,,1283.9,19.98,
2021,93010,1730260035,,127,,,,1065.16,,,,838.14,,
2020,93010,1619927373,,62,,36,,514.8,,308.88,,404.84,,244.3
2019,93010,1619927373,,73,2,44,,591.33,8.44,359.94,,472.65,6.74,280.85
2021,93010,1619927373,,139,,44,,1079,,332,,823.36,,253.82
2020,93010,1285955955,,44,,153,,388.52,,1333.33,,305.8,,1061.56
2019,93010,1285955955,,50,,110,,447.27,,947.16,,343.98,,739.31
2021,93010,1285955955,,51,,181,,429.5,,1443.12,,348.5,,1165.48
2020,93010,1992739270,,15,3,10,,119.06,16.86,68.48,,93.34,13.22,53.68
2019,93010,1992739270,,127,,42,,1027.13,,310.28,,798.26,,240.39
2020,93010,1619114659,,299,2,131,,2174.94,8.43,1003.17,,1687.45,6.82,784.12
2019,93010,1619114659,,323,7,225,,2506.68,50.64,1654.24,,1934.54,40.44,1275.13
2021,93010,1619114659,,202,,95,,1447.14,,674.79,,1123.63,,531.87
2020,93010,1578627261,,46,,31,,387.78,,295.05,,306.59,,235.41
2019,93010,1578627261,,48,,30,,388.24,,253.2,,294.52,,193.53
2021,93010,1578627261,,39,,27,,333.33,,219.51,,266.52,,175.52
2020,93010,1184967937,,181,,19,,1522.5,,157.5,,1217.86,,120.2
2019,93010,1184967937,,50,,8,,412.66,,61.46,,323.36,,48.16
2020,93010,1073515508,,526,2,49,,4487.52,8.58,317.57,,3520.4,6.86,251.82
2019,93010,1073515508,,472,4,53,,4413.55,25.71,402.79,,3379.92,19.62,302.94
2021,93010,1073515508,,421,,71,,3502.43,,556.1,,2767.54,,438.24
2020,93010,1154332724,,,3,,,,16.86,,,,13.42,
2019,93010,1154332724,,,2,,,,8.44,,,,6.74,
2021,93010,1154332724,,1,5,18,,8.13,32.52,8.13,,6.56,26.24,6.56
2021,93010,1326243981,,3,,4,,17.18,,25.77,,13.94,,20.91
2020,93010,1487646048,,374,,425,,3076.95,,3498.45,,2437.44,,2759.1
2019,93010,1487646048,,987,,814,,8271.2,,6625.4,,6605.2,,5290.9
2021,93010,1487646048,,477,,471,,2886.15,,3495.9,,2210.06,,2599.92
2020,93010,1932121571,,99,2,20,,783.99,8.43,160.17,,622.27,6.74,128.06
2019,93010,1932121571,,156,11,14,,1249.12,75.96,109.72,,979.54,59.57,79.44
2021,93010,1932121571,,33,,13,,276.42,,105.69,,221.02,,84.5
2020,93010,1891782512,,905,,303,,7646.01,,2520.57,,5992.76,,1971.7
2019,93010,1891782512,,1512,,798,,13149.52,,5764.75,,10133.51,,4444.1
2021,93010,1891782512,,927,2,480,,7268.22,8.13,3585.33,,5733.48,6.5,2851.86
2020,93010,1952341034,,2,2,2,,8.62,8.43,8.62,,6.88,6.85,7.02
2021,93010,1952341034,,,2,2,,,8.13,8.13,,,6.53,6.53
2020,93010,1821241134,,,4,,,,26.07,,,,20.92,
2019,93010,1821241134,,,3,,,,17.54,,,,13.92,
2020,93010,1013116805,,21,,6,,156.42,,43.45,,124.74,,34.65
2019,93010,1013116805,,69,,18,,589.56,,121.38,,467.84,,96.32
2021,93010,1013116805,,63,,21,,504.6,,176.61,,411,,143.85
2020,93010,1669739942,,149,,369,,1205.49,,3034.8,,972.55,,2362.65
2019,93010,1669739942,,52,,196,,396.68,,1544.52,,315.84,,1216.32
2021,93010,1669739942,,143,2,378,,1121.94,8.13,3016.23,,909.42,6.59,2364.63
2019,93010,1033108196,,14,,,,118.16,,,,92.68,,
2020,93010,1952363830,,91,,30,,768.21,,167.77,,621.3,,134.74
2019,93010,1952363830,,111,,46,,877,,254.33,,701,,203.29
2021,93010,1952363830,,22,,8,,154.62,,60.13,,125.82,,48.93
2020,93010,1528054749,,,8,,,,59.01,,,,47.32,
2019,93010,1528054749,,,19,,,,143.48,,,,114.07,
2021,93010,1528054749,,,6,,,,40.65,,,,32.6,
2020,93010,1518968411,,1629,17,2031,,10472.98,129.11,12908.33,,8393.8,103.31,8356.79
2019,93010,1518968411,,824,15,6187,,6682.36,128.68,51174.68,,5337.65,102.79,40616.71
2021,93010,1518968411,,1045,2,1046,,6987.12,8.34,5584.23,,5569.49,6.67,4442.77
2020,93010,1255775748,,2,,2,,8.83,,8.83,,7.06,,7.06
2021,93010,1255775748,,22,,2,,169.2,,8.59,,135.4,,6.87
2020,93010,1245210327,,6,,11,,50.58,,84.3,,40.44,,67.4
2019,93010,1245210327,,16,,18,,75.96,,118.16,,59.58,,92.68
2021,93010,1245210327,,13,,16,,105.69,,130.08,,82.13,,104.8
2020,93010,1902843949,,635,,374,,5243.46,,2706.03,,4116.16,,2061.81
2019,93010,1902843949,,598,,1005,,4912.41,,7933.6,,3731.15,,5668.2
2021,93010,1902843949,,875,,360,,6773.21,,2666.64,,5354.12,,2060.5
2020,93010,1871669564,,309,5,289,,2146.19,34.48,1870.35,,1701.26,27.78,1436.31
2019,93010,1871669564,,282,,351,,2175.8,,2967,,1728.72,,2328.83
2021,93010,1871669564,,287,,279,,2068.32,,1784.76,,1674.58,,1453.06
2020,93010,1851376008,,440,2,661,,2689.44,8.62,4697.71,,2136.96,6.87,3014.81
2019,93010,1851376008,,165,,559,,1367.4,,4626.8,,1092.33,,3665.22
2021,93010,1851376008,,568,6,819,,4019.88,41.7,5596.14,,3224.18,33.5,4475.78
2020,93010,1164490074,,2,8,2,,16.86,59.01,8.43,,13.7,40.68,6.85
2019,93010,1164490074,,76,13,11,,506.4,101.28,25.32,,404.4,67.4,20.22
2021,93010,1164490074,,12,10,5,,97.56,73.17,32.52,,78,58.5,26
2020,93010,1134179567,,205,87,162,,1610.61,672.36,1292.88,,1274.51,523.99,1013.83
2019,93010,1134179567,,46,38,60,,361.2,309.6,498.8,,288.54,212.97,398.46
2021,93010,1134179567,,228,95,201,,1750.98,717.24,1542.3,,1330.36,514.32,1140.81
2020,93010,1710157714,,,2,5,,,8.69,34.76,,,6.99,24.94
2021,93010,1710157714,,284,31,153,,2295.93,260.43,1278.32,,1835.69,201.67,1021.52
2020,93010,1609031368,,101,,45,,843,,362.49,,601.51,,198.3
2019,93010,1609031368,,355,2,166,,2911.1,8.77,1373.88,,2237,6.89,1041.7
2021,93010,1609031368,,3,,2,,17.18,,8.59,,13.76,,6.88
2020,93010,1114966470,,786,,314,,6789.87,,2613.68,,5278.7,,1903.21
2019,93010,1114966470,,707,4,469,,6112.69,26.31,4078.05,,4735.3,20.64,3076.8
2020,93010,1144481367,,266,,227,,2082.21,,1812.45,,1658.12,,1439.98
2019,93010,1144481367,,233,2,118,,1924.32,8.44,784.92,,1536.72,6.74,626.82
2021,93010,1144481367,,68,,93,,512.19,,634.14,,406.11,,502.05
2020,93010,1740513175,,,,5,,,,35.32,,,,28.1
2019,93010,1740513175,,,,2,,,,8.77,,,,6.88
2021,93010,1740513175,,9,,5,,68.72,,34.36,,54.96,,27.48
2020,93010,1861784399,,1370,8,547,,10621.8,59.01,4282.44,,8371.4,47.32,3273.74
2019,93010,1861784399,,1517,8,624,,11258.96,59.08,4616.68,,8447.79,33.05,3351.7
2021,93010,1861784399,,1102,,414,,8585.28,,3219.48,,6787.56,,2469.52
2020,93010,1467609446,,155,2,52,,1256.32,8.32,424.32,,968.31,6.63,251.94
2019,93010,1467609446,,5387,60,1529,,41982.72,490.88,11789.44,,33064.6,379.05,8874.06
2020,93010,1588661094,,85,,61,,665.97,,320.34,,527.92,,253.39
2019,93010,1588661094,,71,,81,,725.84,,658.32,,568.62,,515.75
2021,93010,1588661094,,51,,43,,398.37,,284.55,,318.5,,227.5
2020,93010,1447469077,,351,36,815,,2697.6,238.7,6684.99,,2170.18,157.65,4756.27
2019,93010,1447469077,,279,43,891,,2101.56,270.08,7342.8,,1653.78,175.24,5589.41
2021,93010,1447469077,,266,44,699,,2040.84,247.26,5609.7,,1550.02,144.7,4074.13
2020,93010,1174757892,,,2,,,,8.62,,,,6.76,
2019,93010,1174757892,,,2,,,,8.44,,,,6.61,
2020,93010,1700968740,,136,,85,,1003.86,,600.6,,803.66,,483
2020,93010,1720043540,,334,9,120,,2859.01,69.26,1008.04,,2253.47,48.44,789.8
2021,93010,1720043540,,2,,3,,8.41,,16.82,,6.73,,13.46
2020,93010,1417972688,,32,,25,,264.9,,211.92,,213.9,,163.99
2019,93010,1417972688,,55,,89,,473.58,,780.53,,372.06,,613.21
2021,93010,1417972688,,124,,102,,1039.39,,841.82,,831.27,,673.26
2020,93010,1386632008,,12,,3,,92.88,,16.86,,73.87,,13.48
2019,93010,1386632008,,19,,11,,168.8,,84.4,,131.15,,66.11
2021,93010,1386632008,,9,,5,,73.17,,32.52,,58.5,,26
2020,93010,1174509301,,7,,5,,59.01,,33.72,,47.97,,27.4
2019,93010,1174509301,,1,9,2,,8.44,67.52,8.44,,6.74,53.92,6.74
2019,93010,1962455071,,7,,15,,59.08,,126.6,,46.27,,99.15
2020,93010,1912925470,,,3,,,,17.66,,,,6.99,
2020,93010,1295939262,,825,,265,,6379.6,,2050,,4726.63,,1484.57
2019,93010,1295939262,,155,9,42,,1116.56,68.88,344.82,,872.05,33.75,264.04
2021,93010,1295939262,,193,19,128,,2024.4,126,1251.6,,1592.64,87.36,940.8
2020,93010,1790737633,,2,,,,8.83,,,,6.92,,
2019,93010,1790737633,,3,,2,,17.54,,8.77,,13.76,,6.88
2020,93010,1407818735,,884,38,885,,6718.71,286.62,7258.23,,5248.93,182.58,5235.75
2019,93010,1407818735,,687,51,877,,4996.48,379.8,7140.24,,3916.83,235.9,5274.86
2021,93010,1407818735,,789,50,726,,5650.35,365.85,5837.34,,4269,221,4219.57
2020,93010,1356359053,,137,,104,,1146.48,,783.99,,915.6,,624.07
2019,93010,1356359053,,126,,75,,945.28,,557.04,,732.7,,440.66
2021,93010,1356359053,,128,,89,,999.99,,699.18,,807.4,,527.7
2020,93010,1548211477,,405,,83,,3380.43,,699.69,,2706.68,,561.98
2019,93010,1548211477,,639,,121,,4220,,1021.24,,3346.56,,813.12
2021,93010,1548211477,,240,2,32,,1910.55,8.13,260.16,,1555.7,6.62,211.84
2020,93010,1609091271,,847,22,391,,7038.9,155.9,3336.96,,5604.99,97.09,2497.68
2019,93010,1609091271,,786,6,416,,6433.14,43.12,3520.02,,4869.84,32.19,2514.64
2021,93010,1609091271,,483,27,308,,3885.42,226.79,2480.95,,3098.99,107.45,1936.92
2020,93010,1003801705,,73,67,2202,,640.68,556.38,18377.4,,514.05,442.03,13489.04
2019,93010,1003801705,,129,95,2004,,1055,784.92,16559.28,,807.06,595.73,12347.39
2021,93010,1003801705,,59,66,2235,,601.62,536.58,17951.04,,481.2,415.17,13220.11
2020,93010,1982690988,,42,,43,,335.54,,353.2,,270.74,,286.5
2019,93010,1982690988,,101,,77,,789.3,,640.21,,626.4,,502.9
2021,93010,1982690988,,69,3,107,,558.35,17.18,859,,453.05,13.94,669.12
2020,93010,1225094956,,,3,,,,16.86,,,,6.8,
2020,93010,1487801387,,733,38,378,,6152.52,269.13,3250.06,,4890.87,186.88,2389.95
2019,93010,1487801387,,678,45,358,,5644.17,372.12,3043.17,,4236.48,217.69,2129.09
2021,93010,1487801387,,446,30,211,,3658.35,252.3,1740.87,,2766.03,181.71,1329.24
2019,93010,1255693529,,,3,2,,,16.88,8.44,,,13.22,6.61
2020,93010,1366686487,,56,21,28,,387.32,176.83,210.71,,309.75,141.72,168
2019,93010,1366686487,,68,12,34,,505.8,101.16,227.61,,403.8,80.76,162.47
2021,93010,1366686487,,30,11,6,,218.76,81,48.72,,164.79,65.9,39.62
2019,93010,1396912960,,,7,,,,52.62,,,,34.4,
2020,93010,1891762787,,506,2,129,,4021.11,8.43,1028.46,,3047.97,6.81,791.1
2019,93010,1891762787,,584,3,124,,4287.52,16.88,953.72,,3241.85,13.24,740.4
2021,93010,1891762787,,369,,66,,2878.02,,528.45,,2163,,396.54
2020,93010,1063408128,,34,2,33,,189.64,8.62,172.4,,152.32,6.86,135.87
2019,93010,1063408128,,94,2,102,,722.4,8.6,825.6,,571.65,6.87,656.36
2021,93010,1063408128,,35,,37,,183.48,,183.48,,148.28,,148.28
2021,93010,1366547390,,,,5,,,,32.52,,,,26.02
2020,93010,1609810175,,304,,60,,2992.65,,514.23,,2376.34,,401.3
2019,93010,1609810175,,73,,22,,751.16,,244.76,,562.07,,185.15
2021,93010,1609810175,,225,,50,,2422.74,,455.28,,1959.57,,370.73
2020,93010,1174575104,13,,7,,84.3,,50.58,,67.56,,40.76,
2019,93010,1174575104,14,,8,,118.16,,59.08,,94.36,,40.44,
2020,93010,1073556288,,1,,7,,8.43,,50.58,,6.74,,40.05
2019,93010,1073556288,,2,,5,,16.88,,33.76,,6.61,,19.83
2021,93010,1073556288,,1,,3,,8.13,,16.26,,6.5,,13
2020,93010,1962466367,,39,,9,,326.15,,68.75,,265.33,,55.93
2019,93010,1962466367,,40,10,115,,323,76.5,926.5,,257.6,47.46,614.02
2021,93010,1962466367,,237,,74,,1832.94,,539.33,,1492.84,,439.26
2020,93010,1528242336,,69,2,38,,549.12,8.58,300.3,,440.11,6.83,230.34
2019,93010,1528242336,,52,,22,,488.49,,162.83,,390.38,,130.14
2021,93010,1528242336,,183,,53,,1352.9,,423.3,,922.79,,285.52
2020,93010,1083644652,,22,,10,,185.43,,79.47,,148.19,,64.17
2019,93010,1083644652,,91,,13,,710.37,,105.24,,563.76,,83.52
2021,93010,1083644652,,69,,5,,549.76,,34.36,,433.44,,27.52
2020,93010,1851334908,,,,2,,,,8.83,,,,6.92
2020,93010,1023019924,,685,2,823,,4577.22,8.62,5094.23,,3694.6,6.87,3844.06
2019,93010,1023019924,,353,2,1238,,2838,8.6,10259.48,,2224.9,6.87,7951.61
2021,93010,1023019924,,815,2,985,,5579.25,8.34,6321.3,,4514.14,6.77,5112.25
2019,93010,1356484497,,,5,,,,33.76,,,,26.88,
2019,93010,1861490955,,60,,17,,499.73,,135.52,,363.42,,87.49
2020,93010,1861518177,,,17,,,,143.31,,,,116.45,
2021,93010,1861518177,,,73,,,,585.36,,,,451.95,
2021,93010,1386674901,,4,,3,,25.77,,17.18,,20.91,,13.94
2020,93010,1962532747,,296,8,29,,2528.79,60.83,252.01,,1992.96,48.37,198.61
2019,93010,1962532747,,642,2,63,,5453.43,8.67,546.21,,4277.2,6.8,428.4
2021,93010,1962532747,,95,,2,,756.9,,8.41,,605.7,,6.73
2020,93010,1952306565,,337,,317,,2699.61,,2539.82,,2043.87,,1945.1
2019,93010,1952306565,,624,,493,,4939.99,,3928.38,,3833.96,,3007.64
2021,93010,1952306565,,67,2,84,,461.7,8.1,648,,343.44,6.48,489.49
2020,93010,1083696652,,84,2,19,,657.54,8.43,160.17,,522.92,6.71,127.77
2019,93010,1083696652,,39,,14,,312.28,,101.28,,248.27,,80.52
2021,93010,1083696652,,66,,22,,528.45,,178.86,,424.68,,145.2
2020,93010,1295732592,,2,,,,16.86,,,,13.48,,
2019,93010,1295732592,,505,,538,,4701.08,,2717.68,,3682.44,,2124.57
2021,93010,1295732592,,1,,2,,8.13,,8.13,,6.5,,6.5
2020,93010,1033250725,,293,2,201,,2296.94,8.75,1748.43,,1758.57,6.97,1162.39
2019,93010,1033250725,,488,,256,,3664.13,,2038.91,,2831.33,,1588
2021,93010,1033250725,,448,25,333,,3656.72,201.84,2646.37,,2930.75,156.63,2031.62
2020,93010,1801154810,,2,,,,8.83,,,,6.92,,
2019,93010,1801154810,,7,2,14,,52.62,8.77,78.93,,41.28,6.88,61.92
2021,93010,1295799005,,,4,,,,25.77,,,,20.97,
2020,93010,1235135344,,,,2,,,,8.43,,,,6.64
2020,93010,1659510196,,265,,174,,2208.66,,1357.23,,1710.64,,925.92
2019,93010,1659510196,,140,,206,,1181.6,,1645.8,,925.4,,1196.13
2021,93010,1659510196,,269,,99,,2122.85,,764.22,,1615.21,,582.6
2019,93010,1164484374,,1,,,,8.44,,,,0.13,,
2021,93010,1164484374,,,3,,,,16.26,,,,13.14,
2020,93010,1255524179,,42,,44,,326.71,,344.37,,261.01,,276.95
2019,93010,1255524179,,68,,153,,578.82,,1315.5,,444.8,,1014.7
2021,93010,1255524179,,50,,12,,395.14,,94.49,,309.6,,68.8
2020,93010,1841293909,,107,44,96,,875.92,370.92,791.46,,683.03,256.86,624.28
2019,93010,1841293909,,273,55,196,,2117.06,455.69,1610.62,,1676.87,357.15,1253.86
2021,93010,1841293909,,70,22,56,,487.68,162.6,430.77,,390.52,125.78,310.94
2020,93010,1689649303,,,,2,,,,8.58,,,,6.84
2021,93010,1689649303,,2,,3,,8.41,,16.6,,6.85,,13.52
2020,93010,1205013463,,203,,42,,2040.06,,387.78,,1645.12,,306.73
2019,93010,1205013463,,47,,26,,633,,244.76,,505.45,,195.45
2021,93010,1205013463,,244,,41,,2455.26,,341.46,,1992.67,,278.04
2020,93010,1275578544,,16,,5,,97.13,,35.32,,77.22,,28.08
2019,93010,1275578544,,126,5,48,,964.7,35.08,324.49,,749.92,27.52,254.56
2020,93010,1326035643,,276,,186,,2040.06,,1407.81,,1649.65,,1128.81
2019,93010,1326035643,,157,,131,,1299.76,,1046.56,,1037.96,,835.76
2021,93010,1326035643,,110,,144,,707.31,,1065.03,,565.51,,806
2020,93010,1255330569,,76,,36,,571.88,,201.84,,460.24,,163.36
2019,93010,1255330569,,108,2,82,,724.98,8.43,404.64,,571.04,6.64,301.51
2021,93010,1255330569,,37,,3,,234.9,,24.3,,174.96,,14.52
2020,93010,1326209404,,59,,45,,488.94,,252.9,,376.17,,199.23
2019,93010,1326209404,,179,,185,,1446.87,,880.07,,1135.54,,689.79
2020,93010,1548253560,,387,,248,,3591.18,,2132.79,,2872.73,,1695.81
2019,93010,1548253560,,685,,521,,6456.6,,4701.08,,5090.44,,3693.11
2021,93010,1548253560,,296,,226,,2707.29,,1869.9,,2171.41,,1506.82
2019,93010,1679577597,,139,,84,,1160.39,,728.42,,909.68,,564.4
2019,93010,1386690360,,8,,103,,67.52,,869.32,,53.92,,620.08
2021,93010,1386690360,,,,111,,,,821.13,,,,609.04
2020,93010,1598734121,,160,,34,,1377.48,,291.39,,1106.29,,234.78
2019,93010,1598734121,,219,,58,,1973.25,,491.12,,1515.58,,372.02
2021,93010,1598734121,,137,,38,,1090.93,,317.83,,858.19,,254.19
2020,93010,1346377710,,106,,128,,918.32,,1032.31,,730.74,,821.34
2019,93010,1346377710,,134,,119,,1087.48,,894.54,,853.12,,701.76
2021,93010,1346377710,,129,,118,,987.85,,962.08,,790.05,,762.57
2020,93010,1780865287,,13,,5,,96.91,,35.24,,76.43,,24.58
2019,93010,1780865287,,34,4,13,,228.02,26.31,78.93,,178.88,20.64,61.92
2021,93010,1780865287,,19,,,,127.95,,,,102.3,,
2019,93010,1679550511,,2,,,,16.88,,,,13.48,,
2020,93010,1811936511,,85,,64,,665.97,,328.77,,529.26,,261.44
2019,93010,1811936511,,223,,164,,2126.88,,979.04,,1666.08,,766.83
2021,93010,1811936511,,47,,36,,308.94,,162.6,,247,,130
2020,93010,1366465858,,79,,31,,539.52,,252.9,,434.18,,203.64
2019,93010,1366465858,,54,,39,,413.56,,295.4,,328.79,,231.12
2021,93010,1366465858,,1,,3,,8.13,,16.26,,6.51,,13.02
2020,93010,1346231750,,770,3,118,,5496.36,16.86,859.86,,4194.68,6.68,621.92
2019,93010,1346231750,,704,9,142,,5072.44,67.52,1021.24,,3917.88,52.96,793.26
2021,93010,1346231750,,616,3,128,,4430.85,16.26,959.34,,3473.43,13.18,758.44
2020,93010,1265480966,,106,2,85,,868.29,8.43,708.12,,678.14,6.61,543.11
2019,93010,1265480966,,1,2,11,,8.44,8.44,92.84,,6.74,6.74,67.4
2021,93010,1265480966,,222,2,241,,1756.08,8.13,1918.68,,1400.16,6.5,1476.32
2020,93010,1982681946,,181,,162,,1449.96,,1197.06,,1161.27,,950.32
2019,93010,1982681946,,227,,109,,1873.68,,894.64,,1487.3,,702.95
2021,93010,1982681946,,152,,151,,1219.5,,1186.98,,993,,966.52
2020,93010,1760428106,,282,,162,,2366.44,,1386.31,,1834.32,,1098.01
2019,93010,1760428106,,276,,141,,2587.15,,1289.19,,2029.28,,997.55
2021,93010,1760428106,,249,,49,,1975.7,,403.73,,1518.3,,322.89
2020,93010,1821262742,,26,,6,,219.18,,42.15,,175.61,,33.78
2019,93010,1821262742,,23,,12,,177.24,,92.84,,128.06,,53.92
2021,93010,1821262742,,172,,105,,1575.73,,950.2,,1260.23,,749.78
2020,93010,1891011573,,,3,,,,17.66,,,,13.84,
2019,93010,1891011573,,,2,,,,8.77,,,,6.88,
2020,93010,1306897186,,,2,,,,8.43,,,,6.71,
2019,93010,1306897186,,,8,,,,59.08,,,,47.18,
2020,93010,1386609154,,115,2,116,,988.96,8.43,617.3,,774.97,6.85,496.24
2019,93010,1386609154,,41,3,78,,376.78,16.88,429.73,,298.57,13.36,340.53
2020,93010,1922237494,,,2,,,,8.43,,,,6.81,
2019,93010,1922237494,,,4,,,,25.32,,,,19.83,
2021,93010,1922237494,,,17,,,,138.21,,,,112.03,
2020,93010,1720081631,,77,3,79,,702.1,16.52,718.62,,550.25,13.09,534.98
2019,93010,1720081631,,117,,129,,981.75,,1146.75,,714.03,,806.88
2021,93010,1720081631,,35,,43,,367.08,,399,,229.75,,264.54
2020,93010,1306951900,,132,,,,1377.69,,,,1101.63,,
2019,93010,1306951900,,135,,,,1376.38,,,,1065.09,,
2021,93010,1306951900,,2,,,,8.59,,,,6.87,,
2020,93010,1588930671,,,,3,,,,16.86,,,,13.35
2019,93010,1588930671,,,2,9,,,8.44,59.08,,,6.61,46.27
2021,93010,1588930671,,,,3,,,,16.26,,,,13
2019,93010,1881770576,,36,3,2,,298.18,17.54,8.77,,234.26,13.78,6.89
2021,93010,1881770576,,22,,,,180.39,,,,144.9,,
2020,93010,1861429243,,163,,24,,1281.36,,185.46,,924.14,,127.32
2019,93010,1861429243,,367,3,98,,2607.96,16.88,784.92,,1999.06,12.7,604.12
2021,93010,1083632293,,,6,,,,33.03,,,,26.42,
2020,93010,1972595635,,62,96,216,,472.27,792.8,1770.3,,331.9,614.46,1221.22
2019,93010,1972595635,,1,68,113,,8.44,557.2,928.4,,6.74,397.66,720.32
2021,93010,1972595635,,111,141,248,,823.44,1116.96,1983.72,,638.53,824.41,1442.68
2020,93010,1457347676,,,4,,,,25.29,,,,20.18,
2019,93010,1457347676,,,6,,,,42.2,,,,33.55,
2020,93010,1871593525,,73,2,47,,733.41,8.43,404.64,,591.93,0,327.36
2019,93010,1871593525,,74,,58,,666.76,,464.2,,522.38,,363.55
2021,93010,1871593525,,53,,47,,520.32,,382.11,,423.13,,310.67
2020,93010,1245234293,,541,,121,,4046.4,,851.43,,2976.53,,574.85
2019,93010,1245234293,,540,,154,,3696.72,,1164.72,,2799.78,,914.51
2021,93010,1245234293,,443,,106,,3065.01,,813,,2306.37,,591.58
2020,93010,1336121193,,175,,201,,1433.1,,1669.14,,1139.69,,1327.63
2019,93010,1336121193,,352,,300,,2861.16,,2430.72,,2274.69,,1932.48
2021,93010,1336121193,,305,,294,,2365.83,,2252.01,,1891.5,,1800.5
2020,93010,1518165521,,139,2,169,,1138.45,8.43,1357.23,,900.85,6.61,1078.51
2019,93010,1518165521,,515,,416,,4284.36,,2386.68,,3353.77,,1865.35
2021,93010,1518165521,,71,2,115,,552.84,8.13,894.3,,442,6.5,715
2020,93010,1811913890,,972,,729,,8020.87,,5917.89,,6478.57,,4753.19
2019,93010,1811913890,,839,,716,,7109.4,,6025.65,,5626.53,,4767.78
2021,93010,1811913890,,965,,734,,7442.85,,5575.83,,6062.25,,4411.08
2020,93010,1801885769,,244,,148,,1389.96,,634.92,,1119.34,,505.34
2019,93010,1801885769,,40,,,,334.23,,,,259.92,,
2021,93010,1801885769,,77,,34,,572.7,,265.6,,438.1,,215.68
2020,93010,1245434836,,88,,75,,761.25,,614.16,,574.98,,465.58
2019,93010,1245434836,,153,,90,,1188.64,,734.67,,931.6,,507.38
2021,93010,1245434836,,92,12,123,,752.94,93.06,1014.67,,607.18,75.35,786.7
