Year,HCPCS Code,NPI_DOC,SRVS_ASC_PHY,SRVS_IP_PHY,SRVS_OFF,SRVS_OP_PHY,ALWD_ASC_PHY,ALWD_IP_PHY,ALWD_OFF,ALWD_OP_PHY,PAID_ASC_PHY,PAID_IP_PHY,PAID_OFF,PAID_OP_PHY
2020,93010,1356532261,,2947,,408,,25491.81,,3310.85,,19960.74,,2548.43
2019,93010,1356532261,,5342,4,1096,,45655.96,26.31,9217.27,,35214.32,20.64,6742.55
2021,93010,1356532261,,2737,,514,,22823.63,,4200.51,,17767.35,,3216.31
2020,93010,1518166354,,,6,,,,42.15,,,,33.83,
2019,93010,1518166354,,4,3,18,,33.76,16.88,143.48,,26.96,13.48,114.58
2020,93010,1326391293,,24,,11,,185.46,,67.44,,148.9,,54.8
2020,93010,1669630737,7,,,,50.58,,,,41.1,,,
2021,93010,1669630737,11,,,,73.17,,,,59.4,,,
2020,93010,1881672103,,75,,20,,697.57,,123.62,,556.69,,99.83
2019,93010,1881672103,,65,,11,,622.67,,114.01,,497.55,,91.09
2021,93010,1881672103,,44,,8,,386.55,,60.13,,314.56,,41.94
2020,93010,1700833308,,734,,80,,5978.72,,477.95,,4764.24,,379.73
2019,93010,1700833308,,400,,65,,3268.59,,346.8,,2563.6,,272
2021,93010,1700833308,,686,,65,,5331.94,,311.17,,4322.35,,253.45
2020,93010,1649260373,,156,2,77,,1104.33,8.43,522.66,,880.72,6.82,401.86
2019,93010,1649260373,,132,54,196,,979.04,455.76,1628.92,,741.4,357.22,1246.9
2021,93010,1649260373,,110,2,68,,780.48,8.13,520.32,,613.8,6.6,405.28
2019,93010,1730123647,,597,,440,,5098.96,,3754.11,,4040.35,,2967.84
2020,93010,1184674822,,,4,125,,,25.29,1053.75,,,20.22,785.63
2019,93010,1184674822,,,,360,,,,2979.32,,,,2300.75
2021,93010,1184674822,,,,151,,,,1065.03,,,,802.18
2020,93010,1952391161,,4,,424,,26.49,,3646.79,,13.86,,2857.53
2019,93010,1952391161,,167,,235,,1394.43,,1999.56,,1106.64,,1582.13
2021,93010,1952391161,,41,,400,,343.6,,3281.38,,274.8,,2624.34
2020,93010,1588690440,,653,,143,,5187.93,,1155.77,,4198.81,,935.69
2019,93010,1588690440,,386,,134,,3147.21,,1075.08,,2508.66,,816.5
2021,93010,1588690440,,744,,186,,5606.4,,1369.15,,4486.21,,1088.88
2020,93010,1730377599,,225,2,224,,1825.46,8.26,1552.88,,1441.95,6.56,1186.72
2019,93010,1730377599,,466,7,461,,3675.7,49.56,3741.78,,2904.62,32.75,2798.35
2020,93010,1992944433,,113,,149,,926.5,,1258,,735.38,,985.06
2019,93010,1992944433,,15,,,,59.5,,,,40.44,,
2021,93010,1992944433,,146,,255,,1234.5,,2131.57,,980.55,,1670.42
2019,93010,1306813787,,79,2,100,,768.2,8.35,843.35,,548.76,6.61,488.81
2020,93010,1073518569,,77,,24,,715.23,,150.11,,579.2,,121.06
2019,93010,1073518569,,119,2,31,,1262.88,8.77,263.1,,1003.29,7.01,210.25
2021,93010,1073518569,,19,,11,,154.62,,60.13,,124.38,,48.37
2020,93010,1477754190,,425,,628,,3414.84,,4916.34,,2591.94,,3478.16
2019,93010,1477754190,,584,,1044,,4756.35,,8004.38,,3463.85,,5381.55
2021,93010,1477754190,,442,,676,,3394.7,,4988.3,,2472.67,,3451.14
2020,93010,1427217009,6,3,60,12,42.15,25.29,480.51,84.3,33.31,20.23,301.22,67.4
2019,93010,1427217009,,65,18,13,,523.28,151.92,84.4,,409.86,118.98,66.1
2021,93010,1427217009,,1,86,26,,8.13,666.66,219.51,,6.5,507,169.02
2020,93010,1891791695,,225,5,128,,1922.04,33.72,1062.18,,1504.42,27.26,815
2019,93010,1891791695,,390,19,82,,3662.96,160.36,700.52,,2906.03,128.06,559.4
2021,93010,1891791695,,188,23,117,,1609.74,186.99,934.95,,1236.58,151.34,734.82
2020,93010,1447215256,,11,,10,,86.9,,78.21,,68.1,,61.29
2019,93010,1447215256,,2,,,,8.67,,,,6.8,,
2020,93010,1891953337,,25,,17,,217.25,,147.73,,173.75,,105.8
2019,93010,1891953337,,50,,29,,433.5,,242.76,,336.76,,187.7
2021,93010,1891953337,,123,,157,,1009.2,,1286.73,,807.6,,996.04
2019,93010,1972610954,,,9,,,,67.52,,,,53.92,
2020,93010,1699775627,,94,3,172,,413.76,17.24,568.92,,335.22,13.74,436.5
2019,93010,1699775627,,22,2,136,,137.6,8.44,1118,,109.92,6.74,882.44
2021,93010,1699775627,,89,,133,,500.4,,216.84,,406.8,,176.28
2020,93010,1720014509,,8,77,5,,67.28,538.24,33.64,,54.72,430.92,27.36
2019,93010,1720014509,,27,16,215,,219.18,126.45,1736.58,,174.98,100.95,1379.65
2020,93010,1033313671,,56,,65,,437.78,,512.12,,356.03,,394.79
2019,93010,1033313671,,61,,61,,479.08,,495.6,,374.36,,349.8
2021,93010,1033313671,,49,,36,,358.65,,239.1,,292.05,,168.74
2020,93010,1225213028,,10,114,31,,84.3,961.02,236.04,,66.62,685.08,174.59
2019,93010,1225213028,,24,148,132,,185.68,1240.68,1012.8,,147.4,924.76,775.27
2021,93010,1225213028,,26,8,509,,195.12,56.91,4073.13,,156,45.5,3170.82
2020,93010,1841295334,,49,,12,,459.16,,88.3,,371.81,,71.66
2019,93010,1841295334,,101,,32,,1087.48,,306.95,,866.62,,245.19
2021,93010,1841295334,,81,,23,,747.33,,180.39,,601.2,,145.11
2020,93010,1841375177,,87,2,98,,733.41,8.43,758.7,,582.87,6.77,602.44
2019,93010,1841375177,,118,29,177,,979.04,244.76,1417.92,,767.92,62.55,1112.16
2021,93010,1841375177,,121,,112,,934.95,,853.65,,747.5,,682.5
2020,93010,1659626216,,,,64,,,,571.41,,,,412.47
2019,93010,1659626216,,,,35,,,,281.48,,,,220.41
2021,93010,1659626216,,,2,102,,,8.75,857.5,,,7,672
2020,93010,1619932241,,106,,127,,909.49,,1094.92,,724.62,,879.84
2019,93010,1619932241,,49,,61,,419.64,,526.2,,329.64,,413.4
2021,93010,1619932241,,49,11,80,,403.73,68.72,609.89,,325.71,55.44,492.03
2019,93010,1437120789,,13,,14,,92.73,,118.02,,73.48,,93.52
2020,93010,1447256110,,68,2,10,,564.81,8.43,75.87,,440.91,6.85,40.54
2019,93010,1447256110,,374,4,61,,3409.76,25.32,506.4,,2711.95,20.22,390.91
2021,93010,1447256110,,3,11,2,,24.39,81.3,8.13,,13.16,65.8,6.58
2021,93010,1417901729,,2,,4,,8.3,,24.9,,0,,20.22
2020,93010,1548246168,,293,2,68,,2543.04,8.83,556.29,,2025.46,7.06,430.66
2019,93010,1548246168,,89,,66,,727.91,,499.89,,567.36,,378.4
2021,93010,1548246168,,68,,17,,549.76,,137.44,,301.14,,82.44
2020,93010,1710922125,,1,4,7,,8.31,24.93,58.17,,0,13.04,26.08
2019,93010,1710922125,,,90,193,,,690.68,1561.8,,,466.85,972.73
2021,93010,1710922125,,,,2,,,,8.13,,,,6.51
2020,93010,1790084283,,4,,5,,26.07,,34.76,,20.85,,27.8
2020,93010,1578586715,,2122,52,2230,,16860,413.07,18057.06,,13021.46,272.6,13086.42
2019,93010,1578586715,,2264,32,1858,,18070.04,270.08,15301.72,,13830.7,188.72,11105.78
2021,93010,1578586715,,2071,51,2600,,16203.09,406.5,20268.09,,12115.79,262.68,14367.39
2020,93010,1013156462,,208,3,527,,1686,16.86,4366.74,,1283.43,13.7,3132.01
2019,93010,1013156462,,286,15,535,,2287.24,126.6,4439.44,,1796.42,101.1,3084.81
2021,93010,1013156462,,392,26,1103,,2853.63,203.25,8699.1,,2096.2,149.5,6273.6
2019,93010,1134320245,,,,2,,,,8.44,,,,6.74
2020,93010,1497737597,,51,,19,,404.64,,160.17,,324.78,,130.15
2019,93010,1497737597,,48,,19,,422,,151.92,,334.57,,120.42
2021,93010,1497737597,,45,,23,,365.85,,186.99,,297.9,,152.26
2020,93010,1558364497,,58,,23,,465.92,,199.68,,286.23,,132.84
2019,93010,1558364497,,298,,41,,2263.04,,324.48,,1702.97,,248.52
2020,93010,1033110200,,91,,47,,767.13,,278.19,,623.35,,226.05
2019,93010,1033110200,,117,,27,,1005.25,,236.13,,797.6,,187.36
2021,93010,1033110200,,102,,15,,829.26,,73.17,,672.18,,59.31
2020,93010,1306095021,,74,,234,,644.59,,1977.92,,516.99,,1466.07
2019,93010,1306095021,,7,2,43,,52.62,8.77,342.03,,41.76,6.96,264.48
2021,93010,1306095021,,86,,238,,661.43,,1949.93,,529.76,,1494.66
2020,93010,1912982018,,19,141,150,,103.44,1096.09,499.77,,81.82,850.09,386.99
2019,93010,1912982018,,6,20,89,,43,76.12,602,,34.35,58.11,480.9
2021,93010,1912982018,,20,4,147,,116.76,16.47,191.4,,93.38,13.17,153.07
2020,93010,1659368199,,316,,281,,2309.82,,2166.51,,1844.23,,1726.77
2019,93010,1659368199,,175,,103,,1451.68,,844,,1159.28,,674
2021,93010,1659368199,,273,,320,,1796.73,,2333.31,,1420.12,,1802.5
2020,93010,1063407203,,368,2,548,,3034.8,8.43,4366.74,,2369.08,6.83,3205.05
2019,93010,1063407203,,550,3,590,,4582.92,16.88,4861.44,,3491.8,13.36,3645.42
2021,93010,1063407203,,278,3,515,,2032.5,16.26,3650.37,,1622.2,13.06,2836.35
2020,93010,1811069339,,9,22,1238,,75.87,177.03,9846.24,,57.08,120.43,6468.27
2019,93010,1811069339,,54,36,1385,,405.12,270.08,11022.64,,298.45,158.75,7353.28
2021,93010,1811069339,,1,15,1166,,8.13,121.95,9292.59,,6.54,82.88,6705.44
2020,93010,1225039498,,518,,258,,4282.44,,1821.28,,3429.14,,1440.94
2019,93010,1225039498,,884,,446,,7415.78,,3675.31,,5855.2,,2904.93
2021,93010,1225039498,,167,,53,,1357.71,,325.2,,1100.53,,253.66
2020,93010,1891084729,,137,,45,,1129.7,,373.67,,877,,282.15
2019,93010,1891084729,,76,,52,,606.9,,442.17,,445.77,,310.54
2021,93010,1891084729,,85,,104,,714.85,,857.82,,545.13,,657.88
2020,93010,1962496620,,84,23,61,,699.69,101.16,480.51,,547.96,81.34,382.83
2019,93010,1962496620,,112,23,272,,928.4,160.36,1856.8,,732.6,126.54,1451.88
2021,93010,1962496620,,148,3,,,1138.2,16.26,,,919.8,13.14,
2020,93010,1093797193,,61,,23,,505.8,,193.89,,406.8,,150.39
2019,93010,1093797193,,81,,25,,683.64,,168.8,,541.92,,133.8
2021,93010,1093797193,,46,,31,,365.85,,227.64,,297.9,,185.36
2020,93010,1891069050,,,,73,,,,600.44,,,,479.72
2019,93010,1891069050,,114,76,170,,947.16,666.52,1438.28,,757.08,490.7,1149.64
2021,93010,1891069050,,,,7,,,,51.54,,,,13.94
2020,93010,1215938899,,316,,153,,2604.87,,944.16,,2116.51,,766.76
2019,93010,1215938899,,41,,9,,324.49,,70.16,,257.52,,55.68
2021,93010,1215938899,,148,,93,,1195.11,,609.75,,968.73,,494.25
2020,93010,1518957927,,32,,48,,252.9,,185.46,,200.13,,147.24
2019,93010,1518957927,,62,,65,,844,,641.44,,661.4,,502.64
2021,93010,1518957927,,,,2,,,,8.13,,,,6.5
2020,93010,1114985405,,671,,439,,5060.7,,3486.55,,4041.91,,2774.58
2021,93010,1114985405,,972,,665,,6667.75,,4854.54,,5086.32,,3621.79
2020,93010,1588774061,,,3,,,,16.86,,,,13.36,
2019,93010,1588774061,,,3,,,,16.88,,,,13.42,
2021,93010,1588774061,,,26,,,,203.25,,,,163,
2020,93010,1043523590,,269,,197,,2200.23,,1281.36,,1734.35,,977.41
2019,93010,1043523590,,72,,90,,599.24,,624.56,,467.42,,489.14
2021,93010,1043523590,,60,,46,,447.15,,284.55,,343.74,,221
2020,93010,1700888229,,66,,32,,574.86,,248.82,,455.99,,187.93
2019,93010,1700888229,,38,2,26,,342.8,8.57,179.97,,262.32,6.72,136.26
2021,93010,1700888229,,52,,26,,431.6,,240.7,,345.28,,192.56
2020,93010,1558328690,,1,8,5,,8.43,59.01,33.72,,6.84,47.18,27.36
2019,93010,1558328690,,29,11,7,,219.44,92.84,50.64,,152.4,69.85,38.1
2021,93010,1558328690,,,6,,,,40.65,,,,33.1,
2020,93010,1871805978,,189,,121,,1624.72,,997.79,,1219.98,,506.95
2019,93010,1871805978,,289,,181,,2455.6,,1578.6,,1911.75,,1232.96
2020,93010,1558323915,,16,3,15,,143.31,16.86,134.88,,116.21,13.7,109.06
2019,93010,1558323915,,43,3,39,,422,16.88,337.6,,333.01,13.32,266.4
2021,93010,1558323915,,1,,3,,8.13,,16.26,,6.58,,13.16
2020,93010,1326049230,,57,,18,,413.76,,137.92,,327.14,,104.74
2019,93010,1326049230,,101,,78,,842.8,,636.4,,672.28,,492.32
2021,93010,1326049230,,83,,28,,625.29,,216.84,,506.83,,169
2020,93010,1699705756,,187,,69,,1964.19,,463.65,,1430.08,,310.19
2019,93010,1699705756,,459,,160,,5072.44,,936.84,,3914.58,,713.52
2020,93010,1164499240,,3191,5,1632,,26453.88,35.32,13200.85,,20577.79,21.18,10090.36
2019,93010,1164499240,,1864,,1952,,15900.01,,16285.89,,11867.27,,11868.98
2021,93010,1164499240,,3479,2,1656,,28490.73,8.59,13134.11,,21054.61,6.87,9758.54
2020,93010,1861493389,,64,,28,,522.66,,151.74,,416.03,,122.46
2020,93010,1174752372,,32,,19,,260.7,,165.11,,212.1,,134.33
2021,93010,1174752372,,99,,39,,798.95,,302.76,,643.9,,246.6
2020,93010,1053311936,,1,,3,,8.43,,16.86,,6.68,,13.64
2019,93010,1053311936,,,,2,,,,8.44,,,,6.68
2020,93010,1861453458,,23,,17,,155.16,,94.82,,123.48,,68.6
2019,93010,1861453458,,68,,83,,559,,679.4,,439.68,,535.86
2019,93010,1568558740,,,2,,,,8.77,,,,0,
2020,93010,1669472544,,49,,36,,379.35,,219.18,,300.05,,166.42
2019,93010,1669472544,,110,,111,,1088.76,,624.56,,852.92,,482.54
2021,93010,1669472544,,124,,99,,918.69,,536.58,,734.5,,429
2020,93010,1144394461,,202,15,97,,1668.48,130.35,790.79,,1309.2,78.22,569.61
2019,93010,1144394461,,703,49,331,,5999.64,415.93,2809.08,,4519.33,229.5,1982.4
2021,93010,1144394461,,651,40,396,,5298.3,336.12,3321.95,,4229.24,242.05,2629.99
2020,93010,1205151834,,1232,117,682,,10393.24,981.71,5778.85,,8276.13,665.88,4562.02
2019,93010,1205151834,,1382,129,723,,11773.86,1091.27,6103.68,,9025.65,543.94,4393.35
2021,93010,1205151834,,911,87,495,,7484.9,722.98,4129.31,,5877.36,430.49,3196.47
2020,93010,1033191838,,58,,25,,446.79,,210.75,,353.82,,169.99
2019,93010,1033191838,,85,,27,,708.96,,227.88,,563.64,,181.17
2021,93010,1033191838,,34,,21,,252.03,,162.6,,205.22,,132.4
2020,93010,1760649289,,520,2,113,,3953.67,8.43,876.72,,3071.14,6.85,691.16
2019,93010,1760649289,,858,7,203,,5519.76,50.64,1308.2,,4048.92,39.72,1011.41
2021,93010,1760649289,,464,5,89,,3325.17,32.52,666.66,,2583.18,26.32,512.35
2020,93010,1194725820,,,10,,,,75.87,,,,54.52,
2019,93010,1194725820,,,15,,,,126.6,,,,74.14,
2021,93010,1194725820,,,6,,,,40.65,,,,26.36,
2020,93010,1669733341,,272,,90,,2453.13,,775.56,,1937.7,,592.09
2019,93010,1669733341,,64,,29,,582.36,,236.32,,456.15,,178.48
2021,93010,1669733341,,339,,210,,3211.35,,1731.69,,2559.66,,1359.62
2020,93010,1831344001,,14,37,176,,132.45,317.88,1624.72,,106.17,239.92,1315.06
2019,93010,1831344001,,63,111,66,,543.74,868.23,561.28,,426.33,684.91,447.34
2021,93010,1831344001,,2,2,113,,8.59,8.59,1005.03,,6.96,6.96,800.46
2019,93010,1396724373,,,,2,,,,8.44,,,,6.74
2020,93010,1720057631,,282,118,156,,2180.86,922.34,1275.76,,1693.38,679.54,957.11
2019,93010,1720057631,,320,105,332,,2468.2,808.4,2648.8,,1922.31,585.53,1954
2021,93010,1720057631,,370,225,161,,2885.43,1776.42,1200.96,,2207.6,1312.2,917.89
2019,93010,1104837772,,,3,,,,16.88,,,,13.48,
2020,93010,1194827337,,119,,90,,1015.45,,741.72,,801.06,,551.92
2019,93010,1194827337,,168,3,83,,1438.28,17.54,657.75,,1087.04,13.76,433.44
2021,93010,1194827337,,176,3,77,,1382.99,17.18,627.07,,1079.45,13.74,460.29
2020,93010,1952518813,,9,,6,,75.87,,42.15,,53.8,,20.21
2019,93010,1952518813,,43,2,15,,354.48,8.44,118.16,,268.8,6.72,81.99
2021,93010,1952518813,,33,3,2,,203.25,16.26,8.13,,163.25,13.06,6.53
2020,93010,1871755082,,133,2,157,,1087.47,8.43,1197.06,,856.24,6.74,954.09
2019,93010,1871755082,,112,2,86,,894.64,8.44,641.44,,700.66,6.61,502.36
2021,93010,1871755082,,93,,49,,715.44,,398.37,,572,,318.5
2021,93010,1942519319,,,2,,,,8.13,,,,6.5,
2020,93010,1104036185,,204,,108,,1501.5,,832.26,,1086.93,,618.8
2021,93010,1104036185,,57,,25,,464.8,,207.5,,365.2,,159.36
2020,93010,1356521421,,267,,108,,2119.42,,706.48,,1672.15,,542.68
2019,93010,1356521421,,88,,36,,725.84,,202.56,,571.77,,160.8
2021,93010,1356521421,,93,2,57,,676.52,8.13,248.45,,523.35,6.5,188.38
2020,93010,1013994987,,413,,177,,3422.58,,1433.1,,2754.53,,1154.38
2019,93010,1013994987,,599,,207,,4642,,1510.76,,3707,,1201.31
2021,93010,1013994987,,367,,158,,2943.06,,1195.11,,2391.49,,969.9
2020,93010,1194992818,,116,3,165,,1070.61,16.86,1315.08,,858.52,13.7,1051.13
2019,93010,1194992818,,367,,384,,3418.2,,2962.44,,2729.53,,2353.88
2021,93010,1194992818,,85,,148,,707.31,,1113.81,,575.94,,906.94
2020,93010,1134237951,,15,,10,,126.45,,75.87,,39.66,,6.61
2019,93010,1134237951,,35,,24,,298.7,,206.85,,230.23,,158.37
2021,93010,1134237951,,5,,,,40.65,,,,32.55,,
2020,93010,1982895850,,467,3,461,,4063.26,16.86,3447.87,,3248.7,13.42,2725.75
2021,93010,1982895850,,67,,43,,544.71,,349.59,,428.38,,272.63
2020,93010,1073539755,,598,,536,,5176.02,,3987.39,,4108.56,,3081.45
2019,93010,1073539755,,2707,12,2382,,24611.04,59.08,15200.44,,19159.25,46.76,11815.19
2021,93010,1073539755,,11,,10,,89.43,,73.17,,72.49,,49.98
2019,93010,1689659385,,,,19,,,,135.04,,,,107.84
2020,93010,1306944962,,,2,,,,8.43,,,,6.71,
2019,93010,1306944962,,,7,,,,50.64,,,,40.44,
2020,93010,1356631683,,240,24,95,,2059.53,208.56,808.17,,1669.45,162.61,649.42
2019,93010,1356631683,,655,46,337,,5496.78,389.23,2869.77,,4015.87,184.04,1879.02
2021,93010,1356631683,,620,63,313,,5020.77,520.86,2598.69,,3987.14,288.93,1956.79
2020,93010,1902849631,,3,,,,25.29,,,,20.13,,
2019,93010,1902849631,,150,,231,,1417.92,,1291.32,,1118.7,,1028.65
2021,93010,1902849631,,23,,8,,138.21,,56.91,,110.51,,45.5
2019,93010,1205048048,,1,,,,8.44,,,,6.61,,
2020,93010,1225339856,,96,5,43,,849.75,33,354.75,,394.93,6.58,140.79
2019,93010,1225339856,,70,2,28,,593.28,8.24,238.96,,465.12,6.46,179.26
2021,93010,1225339856,,109,8,85,,917.7,55.86,678.3,,714.64,38.28,510.42
2020,93010,1881682607,,6,,3,,50.58,,16.86,,40.31,,13.35
2019,93010,1881682607,,19,,3,,151.92,,16.88,,117.92,,13.22
2021,93010,1881682607,,3,,5,,24.39,,32.52,,19.5,,26
2020,93010,1093754731,,85,2,12,,693.72,8.46,101.52,,551.3,0,68.24
2021,93010,1093754731,,1,,,,8.13,,,,6.57,,
2020,93010,1932190956,,120,3,49,,995.28,17.16,360.36,,793.02,13.54,288.26
2019,93010,1932190956,,101,,48,,891.28,,377.08,,698.88,,288.96
2021,93010,1932190956,,151,,111,,1186.9,,771.9,,949.52,,617.52
2019,93010,1902059447,,,,2,,,,8.44,,,,6.68
2020,93010,1184979981,,,2,,,,8.43,,,,6.74,
2020,93010,1780613257,,173,,75,,1483.44,,635.76,,1170.03,,512.8
2019,93010,1780613257,,216,,68,,1885.55,,578.82,,1496.4,,453.49
2021,93010,1780613257,,158,,29,,1202.6,,231.93,,906.09,,174.14
2020,93010,1285860080,,3,,,,17.66,,,,14.12,,
2021,93010,1285860080,,145,,23,,1116.86,,185.76,,879.41,,141.68
2020,93010,1043444789,,563,,2,,4388.48,,8.83,,3529.26,,7.14
2019,93010,1043444789,,341,,,,2695.3,,,,2129.02,,
2021,93010,1043444789,,430,,144,,3187.6,,931.44,,2543.53,,749.33
2020,93010,1316033962,,124,,349,,1006.62,,2905.07,,804.98,,2051.46
2019,93010,1316033962,,213,,571,,1754,,4814.73,,1364.16,,3591.36
2021,93010,1316033962,,80,,213,,627.07,,1700.82,,502.24,,1288.63
2021,93010,1760801492,,67,,76,,487.8,,585.36,,390,,449.92
2020,93010,1639377179,,110,,30,,875.16,,257.4,,677.64,,209.4
2019,93010,1639377179,,3,,,,17.14,,,,13.7,,
2021,93010,1639377179,,141,,42,,979.4,,348.6,,767.74,,277.16
2020,93010,1487948030,,200,2,144,,1730.68,8.83,1271.52,,1371.1,7.13,1021.82
2019,93010,1487948030,,10,,11,,78.93,,87.7,,61.92,,68.8
2021,93010,1487948030,,369,4,60,,3032.27,25.77,489.63,,2396.38,20.64,392.16
2020,93010,1134345275,,30,,24,,260.7,,208.56,,208.5,,152.9
2019,93010,1134345275,,275,11,183,,2332.23,86.47,1543.26,,1794.67,56.7,1173.26
2021,93010,1134345275,,198,,137,,1480.16,,1118.53,,1157.56,,807.6
2020,93010,1396844064,,273,,392,,2065.35,,1567.98,,1629.5,,1255.62
2019,93010,1396844064,,1062,,580,,7292.16,,2886.48,,5781.07,,2286.75
2021,93010,1396844064,,3,,1142,,24.39,,3707.28,,19.65,,2947.1
2020,93010,1457324089,,,221,,,,1770.3,,,,1086.81,
2019,93010,1457324089,,,634,2,,,5283.44,8.44,,,3584.81,6.73
2021,93010,1457324089,,,73,,,,577.23,,,,420.48,
2020,93010,1376701565,,678,,208,,5656.53,,1626.99,,4573.96,,1308.62
2019,93010,1376701565,,1103,,318,,9047.68,,2523.56,,7067.65,,1965.51
2021,93010,1376701565,,559,,123,,4422.72,,959.34,,3561.56,,776.22
2020,93010,1467534701,,69,2,14,,548.16,8.55,94.05,,426.94,6.95,69.36
2019,93010,1467534701,,81,,13,,641.97,,76.95,,496.85,,61.14
2021,93010,1467534701,,94,,19,,723.46,,131,,571.51,,99.55
2020,93010,1225037930,,665,,233,,6381.51,,2073.78,,5141.09,,1668.7
2019,93010,1225037930,,59,,25,,683.64,,244.76,,539.12,,175.21
2021,93010,1225037930,,509,,136,,4902.39,,1243.89,,3954.7,,1001.73
2020,93010,1154318681,,203,,106,,1508.97,,851.43,,1207.23,,673.64
2019,93010,1154318681,,264,,233,,1763.96,,1375.72,,1401.92,,1098.62
2021,93010,1154318681,,75,,64,,560.97,,495.93,,448.5,,396.5
2020,93010,1972890994,,714,,257,,5917.86,,2056.92,,4808.7,,1664.55
2019,93010,1972890994,,126,53,434,,1043.1,418.95,3633.75,,799.11,244.78,2843.95
2021,93010,1972890994,,531,,252,,4276.38,,1951.2,,3461.08,,1572.62
2020,93010,1467482083,,148,,96,,1063.92,,686.4,,849.72,,541.5
2019,93010,1467482083,,20,,3,,154.26,,17.14,,123.3,,13.7
2021,93010,1467482083,,288,,148,,1743,,1054.1,,1370.66,,823.36
2020,93010,1265562110,,548,6,257,,4669.5,41.25,2046,,3602.86,33.55,1562
2019,93010,1265562110,,280,4,95,,2282.48,24.72,758.08,,1801.47,19.74,598.78
2021,93010,1265562110,,557,3,308,,4388.99,15.96,2330.44,,3491.57,12.96,1835.22
2020,93010,1801862156,,,,2,,,,8.83,,,,6.93
2019,93010,1801862156,,46,,32,,388.9,,270.08,,271.96,,191.98
2020,93010,1770668758,,29,,13,,181.02,,51.72,,145.04,,41.28
2019,93010,1770668758,,7,,54,,51.6,,447.2,,41.22,,350.37
2021,93010,1770668758,,23,,8,,116.76,,58.38,,94.92,,47.46
2019,93010,1235389149,,186,,39,,1389.66,,340.95,,1048.05,,232.99
2020,93010,1326006685,,25,,41,,210.75,,345.63,,169.6,,277.92
2019,93010,1326006685,,57,,78,,438.88,,624.56,,350.48,,498.76
2021,93010,1326006685,,22,,14,,170.73,,113.82,,137.55,,91.7
2020,93010,1861750044,,89,2,82,,688.29,8.43,513.57,,534.75,6.74,386.18
2019,93010,1861750044,,76,,111,,557.04,,692.08,,436.26,,537.1
2021,93010,1861750044,,103,3,51,,868.32,16.08,410.04,,670.56,12.86,321.5
2020,93010,1013909258,,135,,62,,1235.22,,514.8,,982.65,,398.78
2019,93010,1013909258,,109,2,77,,1002.69,8.57,762.73,,769.5,6.18,570.52
2021,93010,1013909258,,155,,102,,1344.6,,879.8,,1070.58,,697.2
2020,93010,1912999152,,365,,642,,2985.84,,5079.36,,2172.99,,3334.38
2019,93010,1912999152,,368,,780,,2973.79,,5981.86,,2260.5,,4095.87
2021,93010,1912999152,,239,,639,,1900.7,,4681.2,,1362.43,,3339.07
2020,93010,1457388258,,43,2,30,,329.55,8.43,244.73,,261.66,6.85,197.33
2019,93010,1457388258,,21,,25,,168.8,,211,,134.6,,168.25
2021,93010,1457388258,,18,,13,,138.21,,105.69,,111.35,,78.6
2020,93010,1003846221,,607,4,405,,4864.11,25.29,3287.7,,3902.9,20.55,2623.43
2019,93010,1003846221,2,155,,115,8.57,1190.04,,894.64,6.85,932.97,,694.92
2021,93010,1003846221,,272,2,80,,1999.98,8.13,642.27,,1617,6.6,521.4
2020,93010,1043210792,,26,,13,,252.9,,101.16,,205.58,,82.22
2021,93010,1043210792,,79,,66,,642.27,,447.15,,522.98,,364.1
2020,93010,1760461800,,257,,102,,2076.36,,823.68,,1644.92,,655.18
2021,93010,1760461800,,134,,42,,1037.5,,348.6,,829.02,,276.34
2019,93010,1205887221,,,3,,,,16.88,,,,13.48,
2020,93010,1760776694,,57,,24,,494.48,,211.92,,388.31,,169.44
2021,93010,1760776694,,8,,11,,60.13,,94.49,,48.72,,76.56
2020,93010,1932391844,,206,3,17,,1871.46,16.86,118.02,,1492.61,13.5,93.94
2019,93010,1932391844,,81,,3,,658.32,,16.88,,523.39,,13.42
2021,93010,1932391844,,264,,21,,2430.87,,178.86,,1948.77,,144.36
2019,93010,1285634881,,,,2,,,,8.67,,,,6.8
2020,93010,1457339640,,977,,495,,8414.99,,4070.63,,6751.93,,3235.72
2019,93010,1457339640,,1810,,935,,15566.75,,7463.27,,12244.25,,5845.83
2021,93010,1457339640,,208,,3,,1718,,17.18,,1388.66,,13.98
2020,93010,1316923329,,742,,361,,6173.08,,2598.75,,4855.54,,2039.95
2019,93010,1316923329,,772,2,345,,6338.44,8.44,2422.28,,5011.93,6.7,1909.87
2021,93010,1316923329,,631,2,384,,4781.92,8.13,2861.64,,3744.38,6.5,2234.56
2019,93010,1669676136,,,2,,,,8.57,,,,6.84,
2019,93010,1518065135,,,2,,,,8.44,,,,6.74,
2019,93010,1801047287,,,2,,,,8.77,,,,6.89,
2020,93010,1396735122,,29,5,36,,219.18,33.72,286.62,,165,27.24,230.14
2019,93010,1396735122,,30,5,60,,253.2,33.76,497.96,,201.4,26.92,397.07
2021,93010,1396735122,,21,2,37,,146.34,8.13,292.68,,118.62,0,230.66
2020,93010,1568466365,,249,,98,,2031.63,,649.11,,1637.27,,521.71
2019,93010,1568466365,,192,,63,,1596.15,,532.05,,1263.36,,421.12
